occurrenceID,eventID,basisOfRecord,institutionCode,collectionCode,datasetName,ownerInstitutionCode,language,scientificName,kingdom,phylum,class,order,family,genus,decimalLatitude,decimalLongtitude,geodeticDatum
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315_12,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Hippocrepis ciliata Willd.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hippocrepis,4076791,566991.9499999998,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315_13,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Lagurus ovatus L.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Lagurus,4076791,566991.9499999998,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315_14,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Stipa capensis Thunb.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Stipellula,4076791,566991.9499999998,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_01,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Androcymbium europaeum (Lange) K.Richt.,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,4076779,566989.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_02,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Asterolinon linum-stellatum (L.) Duby,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,4076779,566989.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_03,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Astragalus sesameus L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,4076779,566989.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_04,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Bromus rubens L.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,4076779,566989.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_05,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Erodium chium (Burm.fil.) Willd.,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Erodium,4076779,566989.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_06,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Eryngium ilicifolium Lam.,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium,4076779,566989.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_07,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Euphorbia exigua L.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,4076779,566989.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_08,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Filago pyramidata L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Filago,4076779,566989.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_09,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Gynandriris sisyrinchium (L.) Parl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Moraea,4076779,566989.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_10,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Hedypnois cretica (L.) Dum.Cours.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hedypnois,4076779,566989.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_11,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Helianthemum ledifolium (L.) Mill.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Helianthemum,4076779,566989.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_12,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Helianthemum salicifolium (L.) Mill.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Helianthemum,4076779,566989.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_13,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Reichardia tingitana (L.) Roth,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Reichardia,4076779,566989.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_14,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Stipa capensis Thunb.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Stipellula,4076779,566989.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_15,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Trigonella monspeliaca L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,4076779,566989.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20120315_01,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Androcymbium europaeum (Lange) K.Richt.,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,4076778,567007.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20120315_02,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Astragalus sesameus L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,4076778,567007.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20120315_03,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Eryngium ilicifolium Lam.,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium,4076778,567007.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20120315_04,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Euphorbia exigua L.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,4076778,567007.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20120315_05,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Filago pyramidata L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Filago,4076778,567007.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20120315_06,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Gynandriris sisyrinchium (L.) Parl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Moraea,4076778,567007.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20120315_07,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Helianthemum ledifolium (L.) Mill.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Helianthemum,4076778,567007.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20120315_08,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Helianthemum salicifolium (L.) Mill.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Helianthemum,4076778,567007.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20120315_09,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Reichardia tingitana (L.) Roth,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Reichardia,4076778,567007.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20120315_10,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Stipa capensis Thunb.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Stipellula,4076778,567007.1,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20120315_01,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Androcymbium europaeum (Lange) K.Richt.,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,4077175,567439.3500000001,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20120315_02,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Gynandriris sisyrinchium (L.) Parl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Moraea,4077175,567439.3500000001,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20120315_03,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Stipa capensis Thunb.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Stipellula,4077175,567439.3500000001,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20120321_01,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20120321,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Androcymbium europaeum (Lange) K.Richt.,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,4077181.5,567441.5,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20120321_02,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20120321,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Asphodelus tenuifolius Cav.,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Asphodelus,4077181.5,567441.5,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20120321_03,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20120321,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Bromus rubens L.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,4077181.5,567441.5,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20120321_04,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20120321,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Reichardia tingitana (L.) Roth,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Reichardia,4077181.5,567441.5,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20120321_05,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20120321,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Stipa capensis Thunb.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Stipellula,4077181.5,567441.5,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20120321_01,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20120321,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Androcymbium europaeum (Lange) K.Richt.,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,4077179.5,567448.6000000001,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20120321_02,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20120321,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Erodium chium (Burm.fil.) Willd.,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Erodium,4077179.5,567448.6000000001,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20120321_03,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20120321,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Euphorbia exigua L.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,4077179.5,567448.6000000001,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20120321_04,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20120321,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Leontodon longirostris (Finch & P.D.Sell) Talavera,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Thrincia,4077179.5,567448.6000000001,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20120321_05,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20120321,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Ononis sicula Guss.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ononis,4077179.5,567448.6000000001,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20120321_06,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20120321,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Reichardia tingitana (L.) Roth,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Reichardia,4077179.5,567448.6000000001,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20120321_07,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20120321,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Stipa capensis Thunb.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Stipellula,4077179.5,567448.6000000001,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20120322_01,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20120322,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Androcymbium europaeum (Lange) K.Richt.,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,4076927,567175.7,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20120322_02,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20120322,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Artemisia barrelieri Besser,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,4076927,567175.7,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20120322_03,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20120322,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Asterolinon linum-stellatum (L.) Duby,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,4076927,567175.7,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20120322_04,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20120322,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Euphorbia exigua L.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,4076927,567175.7,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20120322_05,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20120322,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Filago pyramidata L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Filago,4076927,567175.7,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20120322_06,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20120322,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Leontodon longirostris (Finch & P.D.Sell) Talavera,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Thrincia,4076927,567175.7,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20120322_07,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20120322,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Phagnalon saxatile (L.) Cass.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Phagnalon,4076927,567175.7,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20120322_08,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20120322,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Stipa capensis Thunb.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Stipellula,4076927,567175.7,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322_01,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Androcymbium europaeum (Lange) K.Richt.,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,4076916.9999999995,567177.75,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322_02,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Euphorbia exigua L.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,4076916.9999999995,567177.75,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322_03,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Filago pyramidata L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Filago,4076916.9999999995,567177.75,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322_04,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Leontodon longirostris (Finch & P.D.Sell) Talavera,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Thrincia,4076916.9999999995,567177.75,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322_05,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Stipa capensis Thunb.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Stipellula,4076916.9999999995,567177.75,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322_06,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Trigonella monspeliaca L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,4076916.9999999995,567177.75,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20120322_01,CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20120322,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Androcymbium europaeum (Lange) K.Richt.,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,4076914.5,567186.95,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20120322_02,CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20120322,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Euphorbia exigua L.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,4076914.5,567186.95,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20120322_03,CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20120322,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Filago pyramidata L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Filago,4076914.5,567186.95,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20120322_04,CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20120322,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Hippocrepis ciliata Willd.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hippocrepis,4076914.5,567186.95,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20120322_05,CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20120322,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Leontodon longirostris (Finch & P.D.Sell) Talavera,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Thrincia,4076914.5,567186.95,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20120322_06,CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20120322,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Stipa capensis Thunb.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Stipellula,4076914.5,567186.95,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20120315_01,CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Androcymbium europaeum (Lange) K.Richt.,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,4076472.5,566458.75,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20120315_02,CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Bromus rubens L.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,4076472.5,566458.75,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20120315_03,CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Filago pyramidata L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Filago,4076472.5,566458.75,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20120315_04,CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Gynandriris sisyrinchium (L.) Parl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Moraea,4076472.5,566458.75,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20120315_05,CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Helianthemum almeriense Pau,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Helianthemum,4076472.5,566458.75,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20120315_06,CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Stipa capensis Thunb.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Stipellula,4076472.5,566458.75,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20120315_01,CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Androcymbium europaeum (Lange) K.Richt.,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,4076475,566456.6,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20120315_02,CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Atractylis cancellata L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Atractylis,4076475,566456.6,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20120315_03,CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Bromus rubens L.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,4076475,566456.6,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20120315_04,CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Euphorbia exigua L.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,4076475,566456.6,epsg:25830
CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20120315_05,CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20120315,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Gynandriris sisyrinchium (L.) Parl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Moraea,4076475,566456.6,epsg:25830
