"occurrenceID","eventID","basisOfRecord","institutionCode","collectionCode","datasetName","ownerInstitutionCode","language","scientificName","kingdom","phylum","class","order","family","genus","taxonRank"
"CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20120315_02","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Bromus rubens L.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Bromus","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20120315_03","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Eryngium ilicifolium Lam.","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Eryngium","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20120315_04","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Euphorbia exigua L.","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20120315_05","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Filago pyramidata L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Filago","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20120315_06","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Gynandriris sisyrinchium (L.) Parl.","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","Moraea","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20120315_07","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Helianthemum almeriense Pau","Plantae","Tracheophyta","Magnoliopsida","Malvales","Cistaceae","Helianthemum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20120315_08","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Helianthemum salicifolium (L.) Mill.","Plantae","Tracheophyta","Magnoliopsida","Malvales","Cistaceae","Helianthemum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20120315_09","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Stipa capensis Thunb.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Stipellula","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315_02","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Asphodelus tenuifolius Cav.","Plantae","Tracheophyta","Liliopsida","Asparagales","Asphodelaceae","Asphodelus","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315_03","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Bromus rubens L.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Bromus","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315_04","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Filago pyramidata L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Filago","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315_05","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Gynandriris sisyrinchium (L.) Parl.","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","Moraea","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315_06","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Helianthemum salicifolium (L.) Mill.","Plantae","Tracheophyta","Magnoliopsida","Malvales","Cistaceae","Helianthemum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315_07","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Stipa capensis Thunb.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Stipellula","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315_01","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Anagallis arvensis L.","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Lysimachia","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315_02","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315_03","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Asphodelus tenuifolius Cav.","Plantae","Tracheophyta","Liliopsida","Asparagales","Asphodelaceae","Asphodelus","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315_04","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Asterolinon linum-stellatum (L.) Duby","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Lysimachia","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315_05","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Astragalus sesameus L.","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Astragalus","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315_06","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Bromus rubens L.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Bromus","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315_07","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Erodium chium (Burm.fil.) Willd.","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","Erodium","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315_08","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Eryngium ilicifolium Lam.","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Eryngium","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315_09","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Euphorbia exigua L.","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315_10","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Filago pyramidata L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Filago","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315_11","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Gynandriris sisyrinchium (L.) Parl.","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","Moraea","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315_12","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Hedypnois cretica (L.) Dum.Cours.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hedypnois","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315_13","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Helianthemum almeriense Pau","Plantae","Tracheophyta","Magnoliopsida","Malvales","Cistaceae","Helianthemum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315_14","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Helianthemum salicifolium (L.) Mill.","Plantae","Tracheophyta","Magnoliopsida","Malvales","Cistaceae","Helianthemum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315_15","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Reichardia tingitana (L.) Roth","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Reichardia","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315_16","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Stipa capensis Thunb.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Stipellula","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20120315_01","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20120315_02","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Asphodelus tenuifolius Cav.","Plantae","Tracheophyta","Liliopsida","Asparagales","Asphodelaceae","Asphodelus","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20120315_03","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Bromus rubens L.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Bromus","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20120315_04","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Euphorbia exigua L.","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20120315_05","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Filago pyramidata L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Filago","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20120315_06","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Gynandriris sisyrinchium (L.) Parl.","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","Moraea","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20120315_07","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Hedypnois cretica (L.) Dum.Cours.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hedypnois","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20120315_08","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Helianthemum ledifolium (L.) Mill.","Plantae","Tracheophyta","Magnoliopsida","Malvales","Cistaceae","Helianthemum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20120315_09","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Stipa capensis Thunb.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Stipellula","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20120315_01","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20120315_02","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Asphodelus tenuifolius Cav.","Plantae","Tracheophyta","Liliopsida","Asparagales","Asphodelaceae","Asphodelus","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20120315_03","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Astragalus sesameus L.","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Astragalus","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20120315_04","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Bromus rubens L.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Bromus","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20120315_05","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Euphorbia exigua L.","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20120315_06","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Filago pyramidata L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Filago","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20120315_07","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Gynandriris sisyrinchium (L.) Parl.","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","Moraea","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20120315_08","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Hippocrepis ciliata Willd.","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Hippocrepis","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20120315_09","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Plantago coronopus L.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Plantago","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20120315_10","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Stipa capensis Thunb.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Stipellula","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20120315_11","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Trigonella monspeliaca L.","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Medicago","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315_01","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315_02","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Astragalus sesameus L.","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Astragalus","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315_03","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Bromus rubens L.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Bromus","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315_04","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Crepis capillaris (L.) Wallr.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Crepis","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315_05","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Desmazeria rigida (L.) Tutin","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Catapodium","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315_06","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Erodium chium (Burm.fil.) Willd.","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","Erodium","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315_07","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Euphorbia exigua L.","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315_08","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Filago pyramidata L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Filago","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315_09","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Gynandriris sisyrinchium (L.) Parl.","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","Moraea","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315_10","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Hedypnois cretica (L.) Dum.Cours.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hedypnois","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315_11","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Helianthemum salicifolium (L.) Mill.","Plantae","Tracheophyta","Magnoliopsida","Malvales","Cistaceae","Helianthemum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315_12","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Hippocrepis ciliata Willd.","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Hippocrepis","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315_13","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Lagurus ovatus L.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Lagurus","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315_14","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Stipa capensis Thunb.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Stipellula","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_02","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Asterolinon linum-stellatum (L.) Duby","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Lysimachia","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_03","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Astragalus sesameus L.","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Astragalus","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_04","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Bromus rubens L.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Bromus","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_05","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Erodium chium (Burm.fil.) Willd.","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","Erodium","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_06","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Eryngium ilicifolium Lam.","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Eryngium","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_07","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Euphorbia exigua L.","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_08","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Filago pyramidata L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Filago","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_09","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Gynandriris sisyrinchium (L.) Parl.","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","Moraea","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_10","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Hedypnois cretica (L.) Dum.Cours.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hedypnois","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_11","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Helianthemum ledifolium (L.) Mill.","Plantae","Tracheophyta","Magnoliopsida","Malvales","Cistaceae","Helianthemum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_12","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Helianthemum salicifolium (L.) Mill.","Plantae","Tracheophyta","Magnoliopsida","Malvales","Cistaceae","Helianthemum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_13","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Reichardia tingitana (L.) Roth","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Reichardia","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_14","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Stipa capensis Thunb.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Stipellula","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315_15","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Trigonella monspeliaca L.","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Medicago","species"
