"","eventID","parentEventID","eventDate","samplingProtocol","sampleSizeValue","sampleSizeUnit","footprintWKT","footprintSRS","countryCode","stateProvinde","municipality","location","fieldNumber","fieldNotes"
"247","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QE_20120121","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QE","20120121","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"248","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QS_20120121","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QS","20120121","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"249","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QW_20120121","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QW","20120121","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"250","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QN_20120121","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QN","20120121","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"251","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QE_20130116","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QE","20130116","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"252","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QS_20130116","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QS","20130116","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"253","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QW_20130116","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QW","20130116","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"254","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QN_20130116","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QN","20130116","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"255","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QE_20140115","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QE","20140115","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"256","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QS_20140115","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QS","20140115","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"257","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QW_20140115","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QW","20140115","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"258","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QN_20140115","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QN","20140115","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"259","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QN_20150123","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QN","20150123","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"260","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QS_20150123","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QS","20150123","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"261","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QE_20150123","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QE","20150123","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"262","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QW_20150123","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QW","20150123","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"263","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QN_20151215","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QN","20151215","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"264","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QS_20151215","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QS","20151215","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"265","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QE_20151215","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QE","20151215","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"266","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QW_20151215","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QW","20151215","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"267","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QN_20170126","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QN","20170126","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"268","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QS_20170126","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QS","20170126","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"269","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QE_20170126","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QE","20170126","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"270","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QW_20170126","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QW","20170126","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"271","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QN_20180123","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QN","20180123","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"272","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QS_20180123","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QS","20180123","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"273","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QE_20180123","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QE","20180123","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"274","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QW_20180123","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QW","20180123","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"275","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QN_20190124","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QN","20190124","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"276","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QS_20190124","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QS","20190124","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"277","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QE_20190124","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QE","20190124","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"278","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QW_20190124","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QW","20190124","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"279","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QN_20200204","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QN","20200204","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"280","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QS_20200204","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QS","20200204","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"281","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QE_20200204","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QE","20200204","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"282","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QW_20200204","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QW","20200204","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"283","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QN_20210211","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QN","20210211","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"284","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QS_20210211","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QS","20210211","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"285","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QE_20210211","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QE","20210211","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"286","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QW_20210211","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QW","20210211","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"287","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QN_20220128","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QN","20220128","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"288","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QS_20220128","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QS","20220128","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"289","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QE_20220128","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QE","20220128","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"290","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QW_20220128","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QW","20220128","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"291","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QN_20230112","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QN","20230112","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"292","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QS_20230112","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QS","20230112","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"293","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QE_20230112","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QE","20230112","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"294","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QW_20230112","CSIC-EEZ:SERPAM:AMOLADERAS_A14_QW","20230112","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"295","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE_20100323","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE","20100323","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"296","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS_20100323","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS","20100323","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"297","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW_20100323","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW","20100323","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"298","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN_20100323","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN","20100323","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"299","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE_20110208","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE","20110208","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"300","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS_20110208","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS","20110208","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"301","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW_20110208","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW","20110208","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"302","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN_20110208","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN","20110208","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"303","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE_20120121","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE","20120121","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"304","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS_20120121","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS","20120121","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"305","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW_20120121","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW","20120121","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"306","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN_20120121","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN","20120121","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"307","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE_20130116","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE","20130116","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"308","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS_20130116","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS","20130116","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"309","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW_20130116","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW","20130116","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"310","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN_20130116","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN","20130116","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"311","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE_20140115","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE","20140115","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"312","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS_20140115","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS","20140115","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"313","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW_20140115","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW","20140115","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"314","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN_20140115","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN","20140115","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"315","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN_20150123","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN","20150123","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"316","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS_20150123","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS","20150123","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"317","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE_20150123","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE","20150123","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"318","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW_20150123","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW","20150123","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"319","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN_20151215","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN","20151215","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"320","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS_20151215","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS","20151215","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"321","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE_20151215","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE","20151215","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"322","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW_20151215","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW","20151215","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"323","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN_20170126","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN","20170126","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"324","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS_20170126","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS","20170126","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"325","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE_20170126","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE","20170126","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"326","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW_20170126","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW","20170126","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"327","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN_20180123","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN","20180123","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"328","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS_20180123","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS","20180123","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"329","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE_20180123","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE","20180123","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"330","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW_20180123","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW","20180123","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"331","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN_20190124","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN","20190124","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"332","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS_20190124","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS","20190124","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"333","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE_20190124","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE","20190124","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"334","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW_20190124","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW","20190124","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"335","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN_20200204","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN","20200204","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"336","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS_20200204","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS","20200204","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"337","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE_20200204","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE","20200204","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"338","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW_20200204","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW","20200204","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"339","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN_20210211","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN","20210211","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"340","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS_20210211","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS","20210211","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"341","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE_20210211","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE","20210211","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"342","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW_20210211","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW","20210211","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"343","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN_20230112","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN","20230112","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"344","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS_20230112","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS","20230112","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"345","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE_20230112","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE","20230112","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"346","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW_20230112","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW","20230112","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"347","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN_20220128","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QN","20220128","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"348","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS_20220128","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QS","20220128","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"349","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE_20220128","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QE","20220128","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"350","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW_20220128","CSIC-EEZ:SERPAM:AMOLADERAS_A13_QW","20220128","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"351","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20100323","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE","20100323","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"352","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS_20100323","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS","20100323","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"353","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20100323","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW","20100323","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"354","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20100323","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN","20100323","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"355","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20110208","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE","20110208","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"356","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS_20110208","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS","20110208","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"357","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20110208","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW","20110208","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"358","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20110208","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN","20110208","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"359","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20120121","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE","20120121","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"360","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS_20120121","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS","20120121","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"361","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20120121","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW","20120121","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"362","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20120121","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN","20120121","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"363","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20130116","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE","20130116","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"364","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS_20130116","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS","20130116","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"365","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20130116","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW","20130116","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"366","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20130116","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN","20130116","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"367","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20140115","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE","20140115","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"368","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS_20140115","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS","20140115","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"369","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20140115","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW","20140115","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"370","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20140115","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN","20140115","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"371","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20150123","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN","20150123","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"372","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS_20150123","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS","20150123","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"373","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20150123","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE","20150123","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"374","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20150123","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW","20150123","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"375","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20151215","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN","20151215","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"376","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS_20151215","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS","20151215","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"377","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20151215","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE","20151215","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"378","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20151215","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW","20151215","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"379","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20170126","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN","20170126","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"380","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS_20170126","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS","20170126","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"381","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20170126","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE","20170126","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"382","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20170126","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW","20170126","Quadrat count",0.25,"m^2","","","","","","",NA,NA
"383","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20180123","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN","20180123","Quadrat count",0.25,"m^2","","","","","","",NA,NA
