gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
4015363489,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/146293899,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.879394,-2.508769,28476,NA,NA,NA,NA,NA,2023-01-10T10:38:00Z,10,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,146293899,NA,faluke,2023-01-10T21:22:17Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:49:40Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4015355493,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/146289984,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.864987,-2.576444,28476,NA,NA,NA,NA,NA,2023-01-10T12:34:00Z,10,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,146289984,NA,faluke,2023-01-10T20:07:56Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:53:02Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4015350536,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/146290197,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.986973,-2.402621,28476,NA,NA,NA,NA,NA,2023-01-10T10:44:00Z,10,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,146290197,NA,faluke,2023-01-10T20:11:15Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:51:07Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4015304515,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/146290175,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.946334,-2.447478,28476,NA,NA,NA,NA,NA,2023-01-10T12:45:00Z,10,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,146290175,NA,faluke,2023-01-10T20:10:48Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:49:31Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4015293580,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/146290149,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.855328,-2.596352,28476,NA,NA,NA,NA,NA,2023-01-10T12:33:00Z,10,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,146290149,NA,faluke,2023-01-10T20:10:18Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:36:07Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4015280461,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/146287820,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.835209,-2.462484,28476,NA,NA,NA,NA,NA,2023-01-10T10:41:00Z,10,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,146287820,NA,faluke,2023-01-10T19:32:50Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:36:39Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4015168482,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/146287862,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.893375,-2.455596,28476,NA,NA,NA,NA,NA,2023-01-10T10:41:00Z,10,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,146287862,NA,faluke,2023-01-10T19:33:56Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:36:18Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4015163428,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/146289882,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.973715999999996,-2.483793,28476,NA,NA,NA,NA,NA,2023-01-10T12:37:00Z,10,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,146289882,NA,faluke,2023-01-10T20:05:34Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:36:21Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4015148477,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/146290114,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.859736,-2.4501489999999997,28476,NA,NA,NA,NA,NA,2023-01-10T12:33:00Z,10,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,146290114,NA,faluke,2023-01-10T20:09:36Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:36:19Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4015089513,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/146289318,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.817543,-2.419403,28476,NA,NA,NA,NA,NA,2023-01-10T10:44:00Z,10,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,146289318,NA,faluke,2023-01-10T19:58:34Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:48:54Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4015065505,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/146287912,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.958689,-2.57615,28476,NA,NA,NA,NA,NA,2023-01-10T10:38:00Z,10,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,146287912,NA,faluke,2023-01-10T19:34:49Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:51:04Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4015059485,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/146289507,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.831196,-2.421953,28476,NA,NA,NA,NA,NA,2023-01-10T12:40:00Z,10,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,146289507,NA,faluke,2023-01-10T20:01:55Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:36:27Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4015057442,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/146287787,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.908353,-2.427262,28476,NA,NA,NA,NA,NA,2023-01-10T10:41:00Z,10,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,146287787,NA,faluke,2023-01-10T19:31:56Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:36:45Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4011871180,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/145591101,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.702448,-2.006359,28505,NA,NA,NA,NA,NA,2023-01-01T11:33:00Z,1,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,145591101,NA,faluke,2023-01-01T17:36:02Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:36:38Z,StillImage,COORDINATE_ROUNDED
4011799159,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/145591483,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.730936,-2.0354669999999997,28505,NA,NA,NA,NA,NA,2023-01-01T11:39:00Z,1,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,145591483,NA,faluke,2023-01-01T17:41:07Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:49:08Z,StillImage,COORDINATE_ROUNDED
4011796139,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/145584425,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.619426,-2.087443,28505,NA,NA,NA,NA,NA,2023-01-01T12:31:00Z,1,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,145584425,NA,faluke,2023-01-01T16:01:48Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:36:23Z,StillImage,COORDINATE_ROUNDED
4011714146,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/145577101,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.755998999999996,-2.104778,28505,NA,NA,NA,NA,NA,2023-01-01T10:32:00Z,1,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,145577101,NA,faluke,2023-01-01T14:02:41Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:49:35Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4011654144,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/145591302,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.698375,-2.070544,28505,NA,NA,NA,NA,NA,2023-01-01T11:33:00Z,1,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,145591302,NA,faluke,2023-01-01T17:38:38Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:36:17Z,StillImage,COORDINATE_ROUNDED
4011650206,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/145583738,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.782303999999996,-2.1315489999999997,28505,NA,NA,NA,NA,NA,2023-01-01T12:34:00Z,1,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,145583738,NA,faluke,2023-01-01T15:51:17Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:51:03Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4011642198,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/145591190,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.651883999999995,-2.14746,28505,NA,NA,NA,NA,NA,2023-01-01T11:42:00Z,1,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,145591190,NA,faluke,2023-01-01T17:37:09Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:36:40Z,StillImage,COORDINATE_ROUNDED
4011612201,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/145584458,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.768039,-2.055481,28505,NA,NA,NA,NA,NA,2023-01-01T12:30:00Z,1,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,145584458,NA,faluke,2023-01-01T16:02:24Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:36:22Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4011601194,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/145583665,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.780302,-2.130525,28505,NA,NA,NA,NA,NA,2023-01-01T12:41:00Z,1,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,145583665,NA,faluke,2023-01-01T15:50:25Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:51:32Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4011579239,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/145583689,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.774266,-2.0507049999999998,28505,NA,NA,NA,NA,NA,2023-01-01T12:31:00Z,1,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,145583689,NA,faluke,2023-01-01T15:50:54Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:54:01Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4011575222,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/145583761,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.640018999999995,-2.106452,28505,NA,NA,NA,NA,NA,2023-01-01T12:32:00Z,1,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,145583761,NA,faluke,2023-01-01T15:51:49Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:49:08Z,StillImage,COORDINATE_ROUNDED
4011556189,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/145591362,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.739384,-2.111852,28505,NA,NA,NA,NA,NA,2023-01-01T11:47:00Z,1,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,145591362,NA,faluke,2023-01-01T17:39:47Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:51:09Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4011519138,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/145583610,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.759197,-2.0157059999999998,28505,NA,NA,NA,NA,NA,2023-01-01T12:34:00Z,1,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,145583610,NA,faluke,2023-01-01T15:49:52Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:49:38Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4011508172,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/145583578,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.774944,-2.172561,28505,NA,NA,NA,NA,NA,2023-01-01T12:48:00Z,1,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,145583578,NA,faluke,2023-01-01T15:49:25Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:36:06Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4011501186,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/145583867,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.712027,-2.1951769999999997,28505,NA,NA,NA,NA,NA,2023-01-01T12:43:00Z,1,1,2023,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,145583867,NA,faluke,2023-01-01T15:52:53Z,CC_BY_NC_4_0,faluke,faluke,NA,NA,2023-06-07T05:48:54Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3855036372,6a7575fa-ae03-4ba3-b322-2da15b5033e2,962286F7-7B7F-47C4-8780-912EFD4164FB,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Androcymbium europaeum (Lange) K.Richt.,Androcymbium europaeum (Lange) K. Richt.,(Lange) K. Richt.,ES,"Retamar, Mal Año",Almería,PRESENT,1,d68c4230-a271-11d8-a9b3-b8a03c50a862,36.84,-2.23,707,NA,80,0,0,0,2022-01-03T00:00:00Z,3,1,2022,2740599,2740597,PRESERVED_SPECIMEN,GDA,GDA-Fanero,69034-1,NA,"Fuentes, J., Blanca, G. & Cueto, M.",NA,CC_BY_NC_4_0,"Herbarium University of Granada, Spain","M. Cueto, G. Blanca & J. Fuentes",NA,NA,2023-01-24T17:57:23Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3812241131,ceff8c75-950b-4405-a116-60247d1adacb,781085E5-1509-4553-B290-0B97496F52EE,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Androcymbium europaeum (Lange) K.Richt.,Androcymbium europaeum (Lange) K. Richter,(Lange) K. Richter,ES,"Entre El Alquián y Cabo de Gata, cerca de Torre García",Almería,PRESENT,1,21936918-2ce6-4314-a15e-91f9f6735361,36.82,-2.27,7071,NA,NA,NA,NA,NA,1981-01-30T00:00:00Z,30,1,1981,2740599,2740597,PRESERVED_SPECIMEN,MACB,MACB,7675-1,NA,,NA,CC_BY_NC_4_0,,"Socorro, Pérez Raya & Casares",NA,NA,2023-01-25T09:09:39Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
3773080466,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/102535512,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.603916999999996,-2.084874,28505,NA,NA,NA,NA,NA,2021-12-05T16:29:15Z,5,12,2021,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,102535512,NA,cecoual-ala,2021-12-05T15:31:43Z,CC_BY_NC_4_0,cecoual-ala,cecoual-ala,NA,NA,2023-06-07T05:32:51Z,StillImage,COORDINATE_ROUNDED
3772965489,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/104457073,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.740715,-2.089897,28505,NA,NA,NA,NA,NA,2022-01-06T12:09:57Z,6,1,2022,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,104457073,NA,Carlos Bernal,2022-01-15T01:17:50Z,CC_BY_NC_4_0,lindahuylebroeck,lindahuylebroeck,NA,NA,2023-06-07T05:47:04Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3772718474,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/102535316,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.749340000000004,-2.191491,28505,NA,NA,NA,NA,NA,2021-12-05T16:26:37Z,5,12,2021,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,102535316,NA,Jorge Pérez Arienza,2022-01-07T11:29:25Z,CC_BY_NC_4_0,cecoual-ala,cecoual-ala,NA,NA,2023-06-07T05:46:50Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3772693493,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/102535158,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,Colchicum europaeum,NA,SPECIES,Colchicum europaeum (Lange) J.C.Manning & Vinn.,Colchicum europaeum,,ES,,Andalucía,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.607324999999996,-2.044774,28505,NA,NA,NA,NA,NA,2021-12-05T16:22:37Z,5,12,2021,2740597,2740597,HUMAN_OBSERVATION,iNaturalist,Observations,102535158,NA,Carlos Bernal,2021-12-07T07:43:32Z,CC_BY_NC_4_0,cecoual-ala,cecoual-ala,NA,NA,2023-06-07T05:33:18Z,StillImage,COORDINATE_ROUNDED
