occurrenceID,eventID,basisOfRecord,institutionCode,collectionCode,datasetName,ownerInstitutionCode,language,scientificName,kingdom,phylum,class,order,family,genus,taxonRank,decimalLatitude,decimalLongitude,geodeticDatum
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN_20130116_01,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN_20130116,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Androcymbium europaeum (Lange) K.Richt.,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,species,36.8318,-2.2547129999999997,epsg:4326
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE_20140115_01,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE_20140115,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Androcymbium europaeum (Lange) K.Richt.,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,species,36.83179333333333,-2.2547113333333333,epsg:4326
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS_20140115_01,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS_20140115,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Androcymbium europaeum (Lange) K.Richt.,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,species,36.83179,-2.254721,epsg:4326
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW_20140115_01,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW_20140115,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Androcymbium europaeum (Lange) K.Richt.,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,species,36.831799999999994,-2.254722,epsg:4326
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN_20140115_01,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN_20140115,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Androcymbium europaeum (Lange) K.Richt.,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,species,36.8318,-2.2547129999999997,epsg:4326
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE_20150123_01,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE_20150123,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Androcymbium europaeum (Lange) K.Richt.,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,species,36.83179333333333,-2.2547113333333333,epsg:4326
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS_20150123_01,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS_20150123,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Androcymbium europaeum (Lange) K.Richt.,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,species,36.83179,-2.254721,epsg:4326
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW_20150123_01,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW_20150123,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Androcymbium europaeum (Lange) K.Richt.,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,species,36.831799999999994,-2.254722,epsg:4326
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN_20150123_01,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN_20150123,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Androcymbium europaeum (Lange) K.Richt.,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,species,36.8318,-2.2547129999999997,epsg:4326
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN_20151215_01,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN_20151215,Occurrence,CSIC-EEZ,SERPAM,AMOLADERAS,AMOLADERAS,es,Androcymbium europaeum (Lange) K.Richt.,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Colchicum,species,36.8318,-2.2547129999999997,epsg:4326
